PC1,PC2
-1.6836104790339124,-1.0726116937026962
-1.1345104684630822,2.5077470872101144
0.9694600844985057,-0.3834948437012933
-0.8865304097877122,0.00847045570044771
-1.5999427849953105,-0.6838314646954927
0.2522005615677569,-0.7761609701073553
6.3504675982710115,-0.7055044589571898
0.2760920337460251,-1.2877177977050644
-0.4421160551163394,-0.4596896194563604
-0.5639173766868735,-0.3682268466952747
0.5405901706746891,-1.3090485915596761
-0.6859952558883755,-0.7841186485291748
1.9786504431843375,-1.3233715163096866
1.5593598729196105,-0.8807099171405894
-1.5867457655418213,0.2381313673453436
0.7945144072430255,1.8481007896992228
-2.0959442225850347,0.9583864470404773
-0.9591690574439302,-1.5768790819974312
0.5007656620027481,-0.09549587232234
0.7931302233408091,0.06229516053169995
-0.13226644254555164,-0.053509560640323396
5.527735217797869,1.7342366066353538
0.4150597174597107,-1.7394233937313943
2.8068985382653553,3.6920652562350664
-1.4212915818050706,1.9311799063081123
0.16279565003755528,-1.6306712276588213
-1.4422873273927994,0.43522499210183224
-0.050460923289157064,-1.7701049231120143
-0.006498537679396191,4.13041106242981
-0.7715078114747893,-0.862942921105729
3.7633322965689184,4.293656087988992
1.4094575844388466,-0.6865971209670034
-0.5653290080481618,2.138931917314559
0.3727508987045423,-1.4610340640363064
2.025684219721102,1.4261120701592223
-1.7598046261719718,-0.17478689276017947
-1.4157332223932273,5.478441239830054
1.8463462445559227,1.2534131040242165
-0.9524452917259684,3.1471081917887913
0.667775589194835,3.5083425828621895
-1.7524117252436884,0.7068678908316818
0.44744700696205436,0.6529607008124426
-1.112632456023134,0.3100019161977816
-1.8126811824400368,0.01717827626738707
1.891394359295739,-0.08347220075400055
-0.6550293075952076,0.5162039548524172
-1.7959591846111795,-0.7393841398082948
-1.7698011805802913,2.1080937539020406
3.5431672365863864,-2.0131026023697385
-1.0851812839483383,-0.12077805001289299
0.36832664140201327,7.144563238915132
1.5426659808440442,-0.8322474867310238
-1.7256251953444517,0.47599080667276983
0.47024714021517927,-0.1049353124911833
-0.7408524356543594,-1.6711957190131514
-0.47029362325086255,-0.34872762979945926
-0.8111254387310833,2.109857497655931
4.006974173188155,0.058218357630597406
-1.5743463540364029,0.8907854385980399
-0.48592068620758155,1.6470699247829539
-0.9059172198986432,-0.050527298165241076
-1.5359064970368859,-0.4988248833910713
-1.6580683923015098,2.1854063661952616
-1.8136334656904751,-1.3424161779142196
2.1499379656866773,-0.16761015657384498
-0.39984302975549485,-0.7255037724579909
-2.1830374939341795,-0.20735658560214243
-1.899036414123128,0.941465758878701
0.5540704784822642,0.25938108392146575
-0.38765188813336027,-0.4085664798648509
0.39559667835092166,1.0703837268977112
4.766225152573059,10.947402453861871
-1.6448518710239877,0.33571557600291996
-0.5312204303919971,-0.7287997297405999
-0.6499767231363806,-0.5723295133440998
0.773156634242622,0.16596218958580325
1.3623938014392503,-0.11019283129514765
-0.32940113229600343,-1.2665932282655756
-1.6423905097975497,0.2087732240154579
0.021191219387631865,3.1121444570487555
-0.14884884487628416,-1.3509748385366855
-1.889292885095896,0.5940063344434995
-0.3937392247602566,-0.9581270756424916
-0.48766330487146825,-2.1319752345461187
3.9324374808184337,0.31595650306535494
2.2245901045024477,-0.8598871188070009
2.2982940172357984,4.982049470710712
3.2668764685779714,5.001417945431683
-1.2280674157067506,0.5099419035791942
-1.3706384440554193,3.3304684013818306
4.934467335768839,2.168246298896829
0.42459281604126087,2.543804203574103
-1.5978626512702598,-0.2153518070717498
-1.2455110364459545,-0.5888318351852262
-0.8884670387393379,0.14849340303334793
-1.7778850931381467,-0.16281345521561327
0.18894039911486843,-0.5085240327099804
-1.79855425784964,1.879411312264725
-0.9848555435450865,-1.6681199338598496
-2.6431622002478585,-0.8892738162877504
-1.9873618372166941,-1.0839857871293468
0.30488756137879536,-2.095352549882984
4.2294091027442,0.17065005279755002
0.05116256959791555,-2.1090887094939528
-1.4795634499325063,0.06914221521364691
-0.8873888606752799,1.1031168210592333
0.5707716308972528,-1.5933518206693749
-1.6871517472729554,5.613447759797932
-0.35054531875009465,-0.6555110773123293
5.004062366955851,5.187994242489264
1.209820021186368,-1.409999911204753
-1.5707231587589188,0.5769821551881543
3.221444262701557,1.6776094376703818
-1.2600014121245202,2.9919374956556077
0.9279414892371022,-1.6025382521970133
1.2558093091604945,-1.50782083727004
0.8244113988636901,-1.3086715976094496
-1.8167687942723552,1.0254673053137542
-0.7141164663097043,-1.5124762730345658
-1.7215558984234884,0.9682644056095918
6.237448972487157,3.3559303707604555
-0.2981775489886836,-0.12409358530612785
4.8165199525066456,-0.6270945038323998
-1.5858645937026914,0.7036546248842676
-0.03608500210272997,5.809121037330077
9.504035415461175,0.8973891609937855
-2.199331699528066,-0.669541695388647
1.132930752319696,-0.2621477321652457
-0.2827629067363223,6.423121702026162
-1.7353322773670201,0.3691030710215851
-1.1271784842318942,-0.7827940644133204
1.507595421355465,-0.09570236249947026
-0.8611679326330672,-1.4235525022014388
0.27968563704431654,8.09602735652898
0.31152129635451353,-1.452823905262987
-0.2206088415799091,-0.6803828209448278
4.949347327323521,-0.15529597386918795
0.4798988192639767,-0.6341208820137237
19.160776175349216,6.657946649684364
0.6347178011605935,-0.3267954832954149
-0.992108147921142,-0.8693650512207911
-1.5286452518685922,0.5541687275342966
-1.5760202474880345,3.106812120821153
2.715693822650476,2.4707269733600827
5.661131284823408,-0.5583171321575401
-0.6856743957027027,0.2618794263225795
0.4501208792560007,-1.049431707597061
-1.128236219844658,0.03368973142505007
-0.06496901517111747,-0.8873100267678771
1.1282538105323623,-0.2711659974626846
2.713042823709365,2.63638391079336
3.4437831248977857,-0.838737481356986
1.4113025279553961,-1.9309424454244568
11.091708533844367,7.279467783695899
2.5995653767020572,-2.007120944597017
0.8558493638819725,-0.12298287735016879
2.66366662818431,3.4499903910806133
-1.7398309371732281,0.23577798479433615
7.030422292224896,0.8683430816490215
-1.5248822901915347,-0.3754404638434237
-1.7747804918583008,1.1957030313899992
-1.1889682036309523,1.0046011986083092
0.6155483309434464,-1.5407485347882108
-0.8780199940434256,-0.47183835442905947
-0.2523458848083361,-1.991051804836112
-1.1591372433280651,1.1785352640906328
0.2612698580895819,-1.2853822148861165
4.481114741519293,-0.08295781990823971
0.5230208151104289,-1.374436022118384
0.8002188661555449,-0.8839696235005815
-1.8625007359456232,1.1869838844917981
8.650463243231787,2.491645829748045
-0.9028608274165699,-0.7728241503695625
-2.0429443425611002,1.6224356334742038
6.205084508821531,3.0122576605629083
-1.802322910099109,0.07460968777346266
0.11672680653265544,0.2399464567942765
-1.7336302234431755,2.644288537775616
4.216007932043574,-0.8326514801945744
-0.9158433726419691,-1.3155110115766537
2.335781733744684,-1.4200249357468657
-2.0127251516048847,-1.2560138969680072
-0.14783883863784514,8.238596166756054
